pro_com,comune,zona,data_inizio,data_fine,id_ordinanza,nro_ordinanza,data_ordinanza,PDF,nro_pgg,link_ordinanza,note
82053,Palermo,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
85001,Acquaviva Platani,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82002,Alimena,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82006,Bagheria,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82008,Baucina,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82009,Belmonte Mezzagno,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
87008,Biancavilla,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82013,Borgetto,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82021,Carini,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82023,Casteldaccia,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
84014,Cattolica Eraclea,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
86007,Centuripe,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82031,Cinisi,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82038,Giardinello,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82039,Giuliana,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
84020,Lampedusa e Linosa,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82044,Lascari,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82047,Mezzojuso,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82048,Misilmeri,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82049,Monreale,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82054,Partinico,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82057,Piana degli Albanesi,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
86015,Pietraperzia,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82063,San Cipirello,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82066,Santa Cristina Gela,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82070,Termini Imerese,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82072,Torretta,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82079,Villabate,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
82080,Villafrati,rossa,2021-04-23,2021-04-28,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
83021,Fiumedinisi,rossa,2021-04-24,2021-05-05,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
85007,Gela,rossa,2021-04-24,2021-05-05,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
87038,Randazzo,rossa,2021-04-24,2021-05-05,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
86018,Troina,rossa,2021-04-24,2021-05-05,46-22042021,46,2021-04-22,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2046%20del%2022%20aprile%202021(firmato).pdf,
89019,Sortino,rossa,2021-04-28,2021-05-05,47-26042021,47,2021-04-26,Testo,5,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-47-26042021.pdf,
87027,Mineo,rossa,2021-04-29,2021-05-05,48-27042021,48,2021-04-27,Testo,5,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-48-27042021.pdf,
85018,Serradifalco,rossa,2021-04-30,2021-05-12,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
83099,Tortorici,rossa,2021-04-30,2021-05-12,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
83101,Tusa,rossa,2021-04-30,2021-05-12,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
87003,Aci Catena,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
87006,Adrano,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82008,Baucina,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82009,Belmonte Mezzagno,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82013,Borgetto,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
86006,Catenanuova,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
86008,Cerami,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82031,Cinisi,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82038,Giardinello,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
84020,Lampedusa e Linosa,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82044,Lascari,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
89011,Lentini,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
85008,Marianopoli,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82047,Mezzojuso,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82048,Misilmeri,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82049,Monreale,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
85012,Mussomeli,rossa,2021-04-29,2021-05-03,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82054,Partinico,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82070,Termini Imerese,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82079,Villabate,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82080,Villafrati,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82014,Caccamo,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82018,Campofiorito,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
82027,Cefalù,rossa,2021-04-29,2021-05-05,49-28042021,49,2021-04-28,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-49-28042021.pdf,
83061,Nizza di Sicilia,rossa,2021-05-02,2021-05-12,50-30042021,50,2021-04-30,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2050%20del%2030%20aprile%202021.pdf,
84031,Ravanusa,rossa,2021-05-02,2021-05-12,50-30042021,50,2021-04-30,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2050%20del%2030%20aprile%202021.pdf,
85017,Santa Caterina Villarmosa,rossa,2021-05-02,2021-05-10,50-30042021,50,2021-04-30,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2050%20del%2030%20aprile%202021.pdf,
83042,Longi,rossa,2021-05-01,2021-05-07,50-30042021,50,2021-04-30,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2050%20del%2030%20aprile%202021.pdf,
82034,Corleone,rossa,2021-05-05,2021-05-19,51-03052021,51,2021-05-03,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/152963604.PDF,
82008,Baucina,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82009,Belmonte Mezzagno,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82011,Bolognetta,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82027,Cefalù,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
86008,Cerami,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
83021,Fiumedinisi,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
85007,Gela,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82038,Giardinello,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
84020,Lampedusa e Linosa,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82047,Mezzojuso,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
87027,Mineo,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82063,San Cipirello,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82066,Santa Cristina Gela,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
82070,Termini Imerese,rossa,2021-05-06,2021-05-12,52-05052021,52,2021-05-05,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-52-05052021.pdf,
87057,Maniace,rossa,2021-05-10,2021-05-19,53-08052021,53,2021-05-08,Testo,5,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-53-08052021.pdf,
85015,Riesi,rossa,2021-05-10,2021-05-19,53-08052021,53,2021-05-08,Testo,5,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-53-08052021.pdf,
82078,Vicari,rossa,2021-05-11,2021-05-19,54-10052021,54,2021-05-10,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2054%20del%2010%20maggio%202021.pdf,
85017,Santa Caterina Villarmosa,rossa,2021-05-10,2021-05-10,54-10052021,54,2021-05-10,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2054%20del%2010%20maggio%202021.pdf,
86010,Gagliano Castelferrato,rossa,2021-05-14,2021-05-26,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
84035,San Biagio Platani,rossa,2021-05-14,2021-05-26,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
85007,Gela,rossa,2021-05-13,2021-05-13,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
87027,Mineo,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
83061,Nizza di Sicilia,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
84031,Ravanusa,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
82063,San Cipirello,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
82066,Santa Cristina Gela,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
83099,Tortorici,rossa,2021-05-13,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
82015,Caltavuturo,rossa,2021-05-14,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
82058,Polizzi Generosa,rossa,2021-05-14,2021-05-19,55-12052021,55,2021-05-12,Testo,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-55-120521.pdf,
85007,Gela,rossa,2021-05-13,2021-05-13,56-13052021,56,2021-05-13,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2056%20del%2013%20maggio%202021(firmato).pdf,
89020,Portopalo di Capo Passero,rossa,2021-05-16,2021-05-26,57-14052021,57,2021-05-14,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2057%20del%2014%20maggio%202021.pdf,
83089,Santa Teresa di Riva,rossa,2021-05-16,2021-05-26,57-14052021,57,2021-05-14,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2057%20del%2014%20maggio%202021.pdf,
89020,Portopalo di Capo Passero,rossa,2021-05-16,2021-05-18,58-18052021,58,2021-05-18,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2058%20del%2018%20maggio%202021.pdf,
87057,Maniace,rossa,2021-05-19,2021-05-26,58-18052021,58,2021-05-18,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2058%20del%2018%20maggio%202021.pdf,
82063,San Cipirello,rossa,2021-05-19,2021-05-26,58-18052021,58,2021-05-18,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2058%20del%2018%20maggio%202021.pdf,
82078,Vicari,rossa,2021-05-19,2021-05-26,58-18052021,58,2021-05-18,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2058%20del%2018%20maggio%202021.pdf,
