pro_com,comune,zona,data_inizio,data_fine,id_ordinanza,nro_ordinanza,data_ordinanza,PDF,nro_pgg,link_ordinanza,note
82022,Castelbuono,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82015,Caltavuturo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82046,Marineo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82016,Campofelice di Fitalia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82014,Caccamo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82010,Bisacquino,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82007,Balestrate,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82004,Altavilla Milicia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82039,Giuliana,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82038,Giardinello,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82049,Monreale,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82023,Casteldaccia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82037,Geraci Siculo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82047,Mezzojuso,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82030,Ciminna,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82018,Campofiorito,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82017,Campofelice di Roccella,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82013,Borgetto,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82012,Bompietro,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82064,San Giuseppe Jato,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82063,San Cipirello,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82026,Cefalà Diana,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82081,Scillato,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82035,Ficarazzi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82050,Montelepre,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82003,Aliminusa,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82068,Sciara,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82072,Torretta,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82074,Trappeto,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82073,Trabia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82045,Lercara Friddi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82078,Vicari,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82057,Piana degli Albanesi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82067,Santa Flavia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82034,Corleone,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82024,Castellana Sicula,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82048,Misilmeri,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82006,Bagheria,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82056,Petralia Sottana,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82061,Roccamena,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82071,Terrasini,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82075,Ustica,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82082,Blufi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82069,Sclafani Bagni,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82079,Villabate,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82051,Montemaggiore Belsito,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82028,Cerda,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82080,Villafrati,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82001,Alia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82040,Godrano,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82009,Belmonte Mezzagno,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82008,Baucina,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82076,Valledolmo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82036,Gangi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82032,Collesano,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82077,Ventimiglia di Sicilia,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82031,Cinisi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82020,Capaci,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82019,Camporeale,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82059,Pollina,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82054,Partinico,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82070,Termini Imerese,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82052,Palazzo Adriano,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82053,Palermo,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82058,Polizzi Generosa,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82060,Prizzi,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82062,Roccapalumba,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
82055,Petralia Soprana,rossa,2021-04-11,2021-04-22,38-09042021,38,2021-04-09,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2038%20del%209%20aprile%202021.pdf,
85013,Niscemi,rossa,2021-04-14,2021-04-28,39-12042021,39,2021-04-12,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2039%20%20del%2012-04-2021(firmato).pdf,
87037,Ramacca,rossa,2021-04-14,2021-04-28,39-12042021,39,2021-04-12,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2039%20%20del%2012-04-2021(firmato).pdf,
87055,Zafferana Etnea,rossa,2021-04-14,2021-04-28,39-12042021,39,2021-04-12,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2039%20%20del%2012-04-2021(firmato).pdf,
84011,Canicattì,rossa,2021-04-15,2021-04-28,40-13042021,40,2021-04-13,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2040%20del%2013%20aprile%202021.pdf,
84017,Favara,rossa,2021-04-15,2021-04-28,40-13042021,40,2021-04-13,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2040%20del%2013%20aprile%202021.pdf,
89016,Rosolini,rossa,2021-04-14,2021-04-22,40-13042021,40,2021-04-13,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2040%20del%2013%20aprile%202021.pdf,
89018,Solarino,rossa,2021-04-14,2021-04-22,40-13042021,40,2021-04-13,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza%20n.%2040%20del%2013%20aprile%202021.pdf,
86006,Catenanuova,rossa,2021-04-16,2021-04-28,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
86008,Cerami,rossa,2021-04-16,2021-04-28,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
85012,Mussomeli,rossa,2021-04-16,2021-04-28,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
87046,Sant‘Alfio,rossa,2021-04-16,2021-04-28,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
87008,Biancavilla,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
85004,Caltanissetta,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
86007,Centuripe,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
83025,Francavilla di Sicilia,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
84020,Lampedusa e Linosa,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
85009,Mazzarino,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
86015,Pietraperzia,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
86016,Regalbuto,rossa,2021-04-14,2021-04-22,41-14042022,41,2022-04-14,Immagine,7,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-41-14042021.pdf,
87004,Acireale,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
89006,Carlentini,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
89011,Lentini,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
85008,Marianopoli,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
84027,Palma di Montechiaro,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
85014,Resuttano,rossa,2021-04-17,2021-04-28,42-15042021,42,2021-04-15,Immagine,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-42-15042021.pdf,
87003,Aci Catena,rossa,2021-04-18,2021-04-28,43-16042021,43,2021-04-16,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-43-16042021.pdf,
87006,Adrano,rossa,2021-04-18,2021-04-28,43-16042021,43,2021-04-16,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-43-16042021.pdf,
83032,Giardini-Naxos,rossa,2021-04-18,2021-04-28,43-16042021,43,2021-04-16,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-43-16042021.pdf,
83052,Mistretta,rossa,2021-04-18,2021-04-28,43-16042022,43,2022-04-16,Testo,6,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-43-16042021.pdf,
89003,Buccheri,rossa,2021-04-19,2021-04-30,44-17042021,44,2021-04-17,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-44-17042021.pdf,
89008,Ferla,rossa,2021-04-19,2021-04-30,44-17042021,44,2021-04-17,Testo,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/Ordinanza-44-17042021.pdf,
83042,Longi,rossa,2021-04-21,2021-04-30,45-19042021,45,2021-04-19,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-45-19042021.pdf,
84024,Montallegro,rossa,2021-04-21,2021-04-30,45-19042021,45,2021-04-19,Immagine,6,https://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Covid19OrdinanzePresidenzadellaRegione/ordinanza-45-19042021.pdf,
